0,1,2,3,4,5,6,7,8
0.7359036382606751,0.0346118894670437,0.7280302688140585,0.1474265221762523,0.295743139111274,0.4451173080932173,0.9751796858332948,0.3743397838275308,6.767962534878629
0.6802939736172952,0.2551046463457628,0.8621879852983879,0.1343958209507313,0.3263292003246011,0.287906870894322,0.4350104839414024,0.3642001263818675,7.433744072022712
0.0443292532178576,0.0135814871760238,0.2581982401822518,0.5776441629885444,0.0512799229650552,0.1585630712695217,0.5910301241317102,0.0779529335449928,9.013075145673822
0.7783454804473839,0.7511456516949558,0.3141422083487449,0.902985774748292,0.3353816563039565,0.386322669049742,0.7489724863409535,0.9887551042522276,7.310893815253165
0.8988871113809896,0.5236417047300064,0.8767832549791625,0.2186964490754307,0.900260893961298,0.2827662445601578,0.911077910137385,0.4723982183384873,5.841067313187262
0.1451202858119098,0.1193275403406854,0.4208882244785323,0.3876086068404241,0.1554228325885801,0.875171626087512,0.5105596718475363,0.7286105792079107,9.141639493309754
0.3389544186938737,0.5669320176320151,0.3767510983112072,0.0989157289758148,0.6594516874356163,0.2455480896584767,0.7624827837090847,0.7321534670964162,8.817558441363609
0.1761500180844321,0.2939614278857575,0.9756799659722836,0.7939363059928646,0.9234007619715962,0.0308422937606064,0.8032545236530582,0.5958975826419103,6.451943125106222
0.0289466302112761,0.028279057755161,0.4813715545782372,0.6131746000769195,0.6726604483911784,0.0221134068760588,0.6014833018831927,0.5248850529741089,8.83074504574746
0.1926398677800527,0.6306772792454518,0.4167958365821345,0.4905292886361583,0.7960860234515075,0.6545670649893544,0.2762411926390952,0.2955175859389456,9.34427428080805
0.9431850170305944,0.2188506183239692,0.7211840813949316,0.4245970723655929,0.986901999632929,0.5351829837918638,0.7147431768271227,0.9600937201978068,6.887846394035938
0.5327214008005816,0.8336925970506041,0.0713990036804106,0.1168114830026653,0.7306931104302237,0.9373755913975308,0.8665079814513607,0.1279019988747922,8.042212541982503
0.4470958412516257,0.8439525266607225,0.7295461151130483,0.639151377764411,0.4092871365603365,0.1326456941260476,0.0359088761695438,0.4468384701202149,7.692368045766445
0.3822249652977015,0.5571358370391387,0.8531016337098967,0.3337956919486314,0.2657212718920154,0.4808729162150689,0.2376470623766298,0.7686319560230626,7.923758772464366
0.5328195296846364,0.8623084840156144,0.5382671189143975,0.0494429349260867,0.7197011888487516,0.906705898821978,0.1082309432918574,0.525347912713709,8.42175923792568
0.3948651871629736,0.3318016662036827,0.7407543009490176,0.6978617248875726,0.7374044390612048,0.7837768101825778,0.2544954605733617,0.8711455102767413,8.27806239964175
0.9859453896331098,0.8730536287240491,0.0703926193915047,0.0535872927002125,0.7341529580878641,0.5202585217083345,0.8110400448115301,0.1033603647940677,7.113457163948368
0.9645733864975784,0.9739797874919708,0.6637533509433915,0.6622159916285258,0.6731216722333908,0.9052376239539364,0.458874623972506,0.5609175023390677,6.402588414582601
0.472070708527998,0.1682026449825795,0.0864275661594022,0.452655512742633,0.4806192202688024,0.6224394886935388,0.9289744624151506,0.1125362671936406,8.472936316651243
0.856006952569257,0.638893704341963,0.3261920222578773,0.6685031149075511,0.2402983690827554,0.210298890307674,0.1675463622020051,0.9635898631514273,7.977684585372973
0.8100317362265036,0.6350460408760253,0.269547579489845,0.8696053381198416,0.6619215896902044,0.2522587265176317,0.7656700328121555,0.890548667016464,7.460872194740431
0.7962525237327237,0.007036532523834,0.3556973804176838,0.4875660526374697,0.740519615145832,0.7066501025423233,0.992914494924961,0.3817343673185454,7.436593526746213
0.4812453308565994,0.102460720913264,0.2194859389283209,0.6773223694407319,0.2475091868550378,0.2443408582448861,0.1638245273679145,0.7159616402220536,9.1830052453254
0.035162,0.226893,0.0,0.099986,0.999999,0.319891,0.0,0.462594,9.7981510411019
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.7983
0.0,0.0,0.0,0.0,0.999999,0.999999,0.0,0.0,9.4983011999985
0.964095,0.696692,0.892075,0.262162,0.490471,0.188999,0.515971,0.251418,6.096500278291099
0.035162,0.226893,0.0,0.099986,0.999999,0.319891,0.0,0.462594,9.7981510411019
0.534609,0.47215,0.51597,0.430449,0.468951,0.460126,0.579196,0.50672,8.6480432626885
0.03,0.25,0.05,0.1,0.999999,0.35,0.05,0.45,9.8687501999995
0.135781,0.104499,0.167157,0.009043,0.986902,0.377573,0.138616,0.50672,9.930497639398
0.320565,0.485308,0.469808,0.945294,0.210717,0.241307,0.210865,0.224078,8.556452602906099
0.100348,0.250717,0.118301,0.176761,0.632511,0.548745,0.177517,0.526625,9.970777375553
0.0,0.092541,0.232114,0.0,0.999999,0.999999,0.223627,0.999999,9.6358021660684
0.167111,0.129187,0.184485,0.0,0.999999,0.450487,0.233652,0.40074,9.9304664945765
0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,8.4668
0.39,0.26,0.73,0.92,0.91,0.62,0.45,0.82,7.99651
0.140034,0.174932,0.111349,0.203996,0.846664,0.452204,0.248254,0.497731,9.9831377917129
0.983977,0.758256,0.961492,0.1806,0.536238,0.223265,0.503655,0.264244,5.6850673834634
0.204299,0.882451,0.185177,0.783611,0.681611,0.624687,0.462761,0.187433,8.8534999016686
0.0,0.092541,0.232114,0.0,0.999999,0.999999,0.223627,0.999999,9.6358021660684
0.195483,0.154655,0.159761,0.022652,0.963811,0.670146,0.284818,0.501879,9.9051520174414
0.11208,0.178244,0.224674,0.122166,0.735747,0.521567,0.195404,0.511129,9.9678847818904
0.097011,0.165517,0.128188,0.147888,0.803151,0.483444,0.196056,0.99667,9.9836821591945
0.204299,0.882451,0.185177,0.783611,0.681611,0.624687,0.462761,0.187433,8.8534999016686
0.123788,0.537233,0.151736,0.129872,0.949336,0.864825,0.906614,0.110956,8.6803253738924
0.097011,0.165517,0.128188,0.147888,0.803151,0.483444,0.196056,0.99667,9.9836821591945
0.134469,0.20335,0.163489,0.175819,0.795661,0.509007,0.222248,0.564603,9.9895406121756
0.209941,0.751309,0.164857,0.415917,0.943434,0.944232,0.960853,0.977952,8.1601884846706
0.364463,0.282522,0.039189,0.847365,0.381254,0.731068,0.105255,0.591925,9.1724724288955
0.31412191,0.13502751,0.59044281,0.9490397,0.05313537,0.97047885,0.81308347,0.62434362,7.38153659
0.75922716,0.59701731,0.96706058,0.19282897,0.61852729,0.70313113,0.72158054,0.26410921,6.21406582
0.21710131,0.24491513,0.3383211,0.18066511,0.18311756,0.32622381,0.99549019,0.43828718,8.34373778
0.8422426,0.75080398,0.08967149,0.07753885,0.60628273,0.96448816,0.4047943,0.3488452,8.20235493
0.26152404,0.66703483,0.77249656,0.95691959,0.78432753,0.41064355,0.81851493,0.55903701,7.0175736
0.78257059,0.79426946,0.04163799,0.61165619,0.17310007,0.61145922,0.30226197,0.03114252,8.15436185
0.43306229,0.13706235,0.58553888,0.23284215,0.43636386,0.86378873,0.6184323,0.57716657,8.59988062
0.71743724,0.04646644,0.58190968,0.55501585,0.96341122,0.00821276,0.82284594,0.39816868,7.41496438
0.96265418,0.60498179,0.66553887,0.59802506,0.73395036,0.21554961,0.83476125,0.47750574,6.35307753
0.83648618,0.59223874,0.60481445,0.87167105,0.06475259,0.94181654,0.1820288,0.87179807,7.04891614
0.05551499,0.25585794,0.00084777,0.37678618,0.50900494,0.21516139,0.87518114,0.30841419,8.83964993
0.04343225,0.10004702,0.22342261,0.01686426,0.28000728,0.36384718,0.32840638,0.83239639,9.75508539
0.65116448,0.36771347,0.17058021,0.05053714,0.10943459,0.40735138,0.25028503,0.88840798,9.069804
0.57134259,0.58373598,0.31672936,0.83670872,0.45709021,0.21672051,0.59691357,0.34820605,8.33091139
0.3986411,0.51405171,0.32944982,0.48072035,0.71967069,0.07559504,0.50629244,0.33463235,9.08235861
0.39502561,0.40603148,0.31738856,0.1584283,0.95077025,0.76540465,0.70524418,0.6100651,9.06259425
0.82321952,0.57955844,0.47378997,0.41932445,0.06151819,0.55667448,0.49405923,0.26332807,7.88211016
0.6064163,0.60750891,0.92822057,0.58576799,0.2709797,0.91807204,0.367446,0.57693699,6.8055637
0.16122769,0.66870972,0.05982608,0.59734287,0.17457308,0.43314802,0.00321444,0.29389698,9.22168616
0.21195968,0.02074541,0.45101591,0.69575735,0.06172169,0.1228022,0.60744652,0.07086501,8.57638926
0.71521679,0.02832286,0.99780488,0.81553799,0.54182957,0.48146515,0.31331951,0.20437228,6.45101025
0.23194803,0.52111803,0.12886932,0.46476963,0.43442261,0.01565881,0.6771766,0.96067467,8.95855365
0.51873586,0.97589978,0.21108288,0.81311735,0.9947652,0.89186,0.29649214,0.88175486,8.30868114
0.23702418,0.70530467,0.3871861,0.05217464,0.44492155,0.84059423,0.24534167,0.1106751,9.23898119
0.02599124,0.24369067,0.99437425,0.07253572,0.54490732,0.64134257,0.55025561,0.13304017,7.41316123
0.48025613,0.8041596,0.47786905,0.29009182,0.71902977,0.83929694,0.69557076,0.51209755,8.28986748
0.30501851,0.93573922,0.49561086,0.48451729,0.5596801,0.08413144,0.66208737,0.30273765,8.14792352
0.79931812,0.02481222,0.71222101,0.14658437,0.01930307,0.31538248,0.92827831,0.1162589,6.56627417
0.34745494,0.88941075,0.33104542,0.74680421,0.54667914,0.82494349,0.36462573,0.23472655,8.64815107
0.23927489,0.96216338,0.32394688,0.60328219,0.23414741,0.05573627,0.70411902,0.96701128,8.10407818
0.6512257,0.16211732,0.13206297,0.68938819,0.99311242,0.51952382,0.65111534,0.61567683,8.67513919
0.01593524,0.01663874,0.47347296,0.09364429,0.71067413,0.68274011,0.83250194,0.0165177,8.73943795
0.83082712,0.89820514,0.58321575,0.49739566,0.61587817,0.47925311,0.37704664,0.7810816,7.55172428
0.29212834,0.08283856,0.34265159,0.59953963,0.28583096,0.23984272,0.94696981,0.24173834,8.25528511
0.60279361,0.96217201,0.89493838,0.03562571,0.10545264,0.88713768,0.33300622,0.0854183,6.61336583
0.66338487,0.40294691,0.91643683,0.38647627,0.18246363,0.06197538,0.89619618,0.52292247,6.03732966
0.71415628,0.88418175,0.64381258,0.63428988,0.89764549,0.77910916,0.79994683,0.27904511,6.86721166
0.83363392,0.0119176,0.40360061,0.73703095,0.11666705,0.63233604,0.91460618,0.08005615,7.03597564
0.00554017,0.36747789,0.55228285,0.6525937,0.05334086,0.94646512,0.9697545,0.82020509,7.47931514
0.94172091,0.04551294,0.95383975,0.85300803,0.93944963,0.99935421,0.7607375,0.6056816,5.15380413
0.569866,0.307545,0.387966,0.960242,0.791693,0.854755,0.087844,0.189769,8.5096274898734
0.969248,0.833307,0.53771,0.161093,0.711589,0.013469,0.690919,0.859299,
